#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_631	3188	3	N	N	1	*	*,631,*
contig_412	3173	4	N	N	1	*	*,412,*
contig_102	3159	4	N	N	1	*	*,102,*
contig_331	3158	3	N	N	1	*	*,331,*
contig_1009	3132	4	N	N	1	*	*,1009,*
contig_991	3124	3	N	N	1	*	*,991,*
contig_803	3120	10	N	N	2	*	*,803,*
contig_944	3110	3	N	N	1	*	*,944,*
contig_950	3090	4	N	N	1	*	*,950,*
contig_341	3088	4	N	N	1	*	*,341,*
contig_371	3084	3	N	N	1	*	*,371,*
contig_1280	3080	4	N	N	1	*	*,1280,*
contig_1004	3075	4	N	N	1	*	*,1004,*
contig_478	3071	4	N	N	1	*	*,478,*
contig_602	3054	3	N	N	1	*	*,602,*
contig_1006	2999	4	N	N	1	*	*,1006,*
contig_985	2997	5	N	N	1	*	*,985,*
contig_1187	2980	3	N	N	1	*	*,1187,*
contig_620	2977	3	N	N	1	*	*,620,*
contig_738	2968	4	N	N	1	*	*,738,*
contig_447	2967	6	N	N	1	*	*,447,*
contig_857	2962	4	N	N	1	*	*,857,*
contig_103	2953	19	N	N	4	*	*,103,*
contig_1008	2950	5	N	N	1	*	*,1008,*
contig_1027	2950	5	N	N	1	*	*,1027,*
contig_1025	2947	7	N	N	1	*	*,1025,*
contig_505	2946	5	N	N	1	*	*,505,*
contig_994	2940	4	N	N	1	*	*,994,*
contig_1324	2934	6	Y	Y	1	*	1324
contig_160	2931	8	N	N	1	*	*,160,*
contig_875	2908	7	N	N	1	*	*,875,*
contig_296	2880	4	N	N	1	*	*,296,*
contig_992	2876	4	N	N	1	*	*,992,*
contig_905	2847	5	N	N	1	*	*,905,*
contig_923	2845	6	N	N	1	*	*,923,*
contig_475	2841	8	N	N	2	*	*,475,*
contig_219	2840	4	N	N	1	*	*,219,*
contig_1061	2837	3	N	N	1	*	*,1061,*
contig_747	2825	4	N	N	1	*	*,747,*
contig_450	2819	5	N	N	1	*	*,450,*
contig_410	2808	31	N	N	7	*	*,410,*
contig_1258	2805	9	N	Y	2	*	1258
contig_954	2804	4	N	N	1	*	*,954,*
contig_778	2803	4	N	N	1	*	*,778,*
contig_845	2797	4	N	N	1	*	*,845,*
contig_996	2796	3	N	N	1	*	*,996,*
contig_201	2786	5	N	N	1	*	*,201,*
contig_504	2779	4	N	N	1	*	*,504,*
contig_812	2751	6	N	N	1	*	*,812,*
contig_956	2745	3	N	N	1	*	*,956,*
contig_203	2736	5	N	N	1	*	*,203,*
contig_416	2684	3	N	N	1	*	*,416,*
contig_223	2674	4	N	N	1	*	*,223,*
contig_170	2662	4	Y	Y	1	*	170
contig_705	2658	5	N	N	1	*	*,705,*
contig_984	2652	4	N	N	1	*	*,984,*
contig_702	2645	4	N	N	1	*	*,702,*
contig_828	2638	10	N	N	2	*	*,828,*
contig_1085	2637	6	N	N	1	*	*,1085,*
contig_964	2635	5	N	N	1	*	*,964,*
contig_211	2604	4	N	N	1	*	*,211,*
contig_771	2599	5	N	N	1	*	*,771,*
contig_629	2590	12	N	N	3	*	*,629,*
contig_1037	2573	4	N	N	1	*	*,1037,*
contig_1223	2570	10	N	N	2	*	*,1223,*
contig_1137	2568	4	N	N	1	*	*,1137,*
contig_1191	2568	5	N	N	1	*	*,1191,*
contig_808	2561	4	N	N	1	*	*,808,*
contig_816	2557	5	N	N	1	*	*,816,*
contig_1015	2554	4	N	N	1	*	*,1015,*
contig_903	2546	4	N	N	1	*	*,903,*
contig_229	2544	3	N	Y	1	*	*,229,*
contig_6	2528	4	N	N	1	*	*,6,*
contig_609	2524	4	N	N	1	*	*,609,*
contig_1121	2511	6	N	N	1	*	*,1121,*
contig_310	2510	4	N	N	1	*	*,310,*
contig_1043	2502	3	N	N	1	*	*,1043,*
contig_657	2501	5	N	N	1	*	*,657,*
contig_113	2496	3	N	N	1	*	*,113,*
contig_790	2493	3	N	N	1	*	*,790,*
contig_941	2492	5	N	N	1	*	*,941,*
contig_541	2490	4	N	N	1	*	*,541,*
contig_1082	2484	3	N	N	1	*	*,1082,*
contig_329	2483	4	N	N	1	*	*,329,*
contig_266	2480	3	N	N	1	*	*,266,*
contig_1021	2479	3	N	N	1	*	*,1021,*
contig_848	2478	3	N	N	1	*	*,848,*
contig_581	2477	3	N	N	1	*	*,581,*
contig_443	2475	3	N	N	1	*	*,443,*
contig_1041	2473	3	N	N	1	*	*,1041,*
contig_942	2468	3	N	N	1	*	*,942,*
contig_544	2456	3	N	N	1	*	*,544,*
contig_762	2444	3	N	N	1	*	*,762,*
contig_856	2439	3	N	N	1	*	*,856,*
contig_378	2426	3	N	N	1	*	*,378,*
contig_824	2407	5	N	N	1	*	*,824,*
contig_1104	2393	4	N	N	1	*	*,1104,*
contig_1070	2387	4	N	N	1	*	*,1070,*
contig_328	2381	5	N	N	1	*	*,328,*
contig_851	2378	4	N	N	1	*	*,851,*
contig_666	2377	5	N	N	1	*	*,666,*
contig_799	2362	4	N	N	1	*	*,799,*
contig_1126	2352	4	N	N	1	*	*,1126,*
contig_874	2352	4	N	N	1	*	*,874,*
contig_940	2352	3	N	N	1	*	*,940,*
contig_396	2347	5	N	N	1	*	*,396,*
contig_575	2340	7	N	N	1	*	*,575,*
contig_69	2339	4	N	N	1	*	*,69,*
contig_744	2337	4	N	N	1	*	*,744,*
contig_945	2330	4	N	N	1	*	*,945,*
contig_675	2301	4	N	N	1	*	*,675,*
contig_895	2300	4	N	N	1	*	*,895,*
contig_1153	2291	6	N	N	1	*	*,1153,*
contig_779	2267	3	N	N	1	*	*,779,*
contig_1057	2263	4	N	N	1	*	*,1057,*
contig_562	2260	3	N	N	1	*	*,562,*
contig_1011	2257	17	N	N	4	*	*,1011,*
contig_787	2257	3	N	N	1	*	*,787,*
contig_179	2251	7	N	N	1	*	*,179,*
contig_264	2251	3	N	N	1	*	*,264,*
contig_802	2251	3	N	N	1	*	*,802,*
contig_710	2248	4	N	N	1	*	*,710,*
contig_775	2248	4	N	N	1	*	*,775,*
contig_105	2245	12	N	N	3	*	*,105,*
contig_832	2244	3	N	N	1	*	*,832,*
contig_971	2241	3	N	N	1	*	*,971,*
contig_847	2232	4	N	N	1	*	*,847,*
contig_861	2226	3	N	N	1	*	*,861,*
contig_50	2166	4	N	N	1	*	*,50,*
contig_628	2028	4	N	N	1	*	*,628,*
contig_748	1557	5	N	N	1	*	*,748,*
contig_94	1520	3	N	N	1	*	*,94,*
contig_220	1439	6	N	N	1	*	*,220,*
contig_764	1402	26	N	N	6	*	*,764,*
contig_763	1391	5	N	N	1	*	*,763,*
contig_61	1317	8	N	N	2	*	*,61,*
contig_156	1223	4	N	N	1	*	*,156,*
contig_84	1208	5	N	N	1	*	*,84,*
contig_627	1045	25	N	N	5	*	*,627,*
contig_1022	1016	6	N	N	1	*	*,1022,*
contig_638	970	10	Y	Y	2	*	638
